Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1087,528235120,0.4810564716684044,RL,-0.2884379773489859,-0.38601994878327206,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,TA,TA,No,GLQ,0.8470947540754019,Unf,-0.3689137607610984,80.0,-0.4249249714374312,GasA,Ex,Y,SBrkr,-0.7453092507633892,729,-0.11764705882352938,0.35099074786021617,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,8,Typ,1,TA,Attchd,2004.0,Fin,2.0,398.0,TA,TA,Y,0.8750660937494302,0.9230195055097704,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2008,WD ,Normal,193000
1088,528235180,0.8560961095182205,RL,-0.43632863243688597,0.11754099058186987,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,1.2454740709523104,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.7541019413374477,Unf,-0.3689137607610984,201.0,-0.38520884716532794,GasA,Ex,Y,SBrkr,0.18927422137347272,0,-0.11764705882352938,-0.6108893641543408,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,5,Typ,0,,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,1.112692441070251,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,190000
1089,528240040,0.4810564716684044,RL,-0.8472526249439328,-0.23186903552576074,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,728.0,-0.6893485210284779,GasA,Ex,Y,SBrkr,-1.286858881554292,728,-0.11764705882352938,0.07424735783655449,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,0,,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0.8750660937494302,0.389144768447614,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,176000
1090,528240050,0.4810564716684044,RL,-0.19153716814302726,-0.2364827778481167,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,840.0,-0.42258330817976625,GasA,Ex,Y,SBrkr,-0.8340039413332155,880,-0.11764705882352938,0.5867529748694679,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,7,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,400.0,TA,TA,Y,0.9784825955445958,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,188000
1091,528250030,0.4810564716684044,RL,-0.19153716814302726,-0.14456513668390342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2586516201983875,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,847.0,-0.40621072132639463,GasA,Ex,Y,SBrkr,-0.8078600439924245,1139,-0.11764705882352938,1.028000136486321,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0.933892587314275,0.7106478332585567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,213000
1092,528253020,1.3480369764281728,RL,-0.6386046316987649,-0.4158571424061829,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,6,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.239428994245952,Gd,TA,PConc,Gd,TA,No,GLQ,0.940610443916087,Unf,-0.3689137607610984,474.0,0.6995657513030198,GasA,Ex,Y,SBrkr,0.658117601376776,0,-0.11764705882352938,-0.14044522190983788,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,Y,1.082088066468934,0.42566357700751567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,11,2008,New,Partial,217300
1093,528280130,0.4810564716684044,RL,1.0918131464603482,0.25354032356449735,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3386868269167453,TA,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,936.0,-0.20082162037862825,GasA,Ex,Y,SBrkr,-0.40840165910595616,830,-0.11764705882352938,0.7126842398554288,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,8,Typ,1,TA,Attchd,2000.0,Fin,2.0,451.0,TA,TA,Y,-0.9506828398842129,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,186500
1094,528280180,0.4810564716684044,RL,0.1378459754207422,-0.18600932266363102,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.4391074513741493,Gd,TA,PConc,Gd,TA,Av,GLQ,0.6412940255230245,Unf,-0.3689137607610984,438.0,-0.0965563410099218,GasA,Ex,Y,SBrkr,-0.2626092020698064,884,-0.11764705882352938,0.8793206591797448,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,8,Typ,1,TA,Attchd,2000.0,RFn,2.0,431.0,TA,TA,Y,0.8999881800059537,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,226750
1095,528290010,0.4810564716684044,RL,-0.3866826538075703,1.089469010037393,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,Av,GLQ,0.8169626241394811,Unf,-0.3689137607610984,64.0,-0.5452794317958055,GasA,Ex,Y,SBrkr,-1.0357557593374234,702,-0.11764705882352938,0.14532028136691416,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,388.0,TA,TA,Y,0.8750660937494302,0.9230195055097704,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2008,WD ,Normal,184000
1096,528290090,0.4810564716684044,RL,-0.19153716814302726,-0.30059477479734903,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,707.0,-0.7404517159143964,GasA,Ex,Y,SBrkr,-1.3799639438812732,707,-0.11764705882352938,-0.0159111900375854,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,6,Typ,1,Gd,Attchd,2002.0,Fin,2.0,403.0,TA,TA,Y,0.8750660937494302,0.5627415813298232,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,4,2008,WD ,Normal,176000
1097,528292060,0.4810564716684044,RL,-1.4018252090061507,0.6488741652738661,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Gd,TA,No,GLQ,0.9360572329186814,Unf,-0.3689137607610984,167.0,0.026552500893271404,GasA,Ex,Y,SBrkr,-0.1742764629027545,1285,-0.11764705882352938,1.5065412466465553,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,TA,8,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,400.0,TA,TA,Y,0.9919734095971722,0.6696895729300182,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,225000
1098,528294060,0.4810564716684044,RL,0.4092593890652994,-0.14596549966170905,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,TA,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,831.0,-0.4436829724423796,GasA,Ex,Y,SBrkr,-0.7127200261767868,778,-0.11764705882352938,0.46094347892800835,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,TA,7,Typ,1,TA,BuiltIn,1999.0,Fin,2.0,450.0,TA,TA,Y,-0.9506828398842129,1.0760949829581565,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,185900
1099,528315060,0.7738778518045049,RL,0.7147034632766625,0.13266581767615004,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,5,1997,1997,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.5200979306137314,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1173.0,0.3243472078924391,GasA,Ex,Y,SBrkr,0.23136768604664265,1017,-0.11764705882352938,1.3400409760678846,0.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,9,Typ,1,TA,Attchd,1997.0,Fin,2.0,516.0,TA,TA,Y,-0.9506828398842129,1.1931834159680912,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,9,2008,WD ,Normal,284500
1100,528315110,0.4810564716684044,RL,0.5415620024667336,0.03564316045383275,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3971398877451602,Gd,TA,PConc,Gd,TA,No,GLQ,1.0201042575592667,Unf,-0.3689137607610984,484.0,0.9470697670323371,GasA,Gd,Y,SBrkr,0.9001727123638966,1160,-0.11764705882352938,1.8870610487371762,1.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3.0,696.0,TA,TA,Y,-0.9506828398842129,0.8618156026539181,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,315000
1101,528326030,0.4810564716684044,RL,0.7147034632766625,0.9295102561515485,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3533695618430652,Gd,TA,PConc,Gd,TA,Av,GLQ,0.7541019413374477,Unf,-0.3689137607610984,490.0,0.26376017311740785,GasA,Ex,Y,SBrkr,0.13308770892127708,1053,-0.11764705882352938,1.338648904433137,1.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,1,TA,Attchd,2000.0,RFn,3.0,836.0,TA,TA,Y,1.082088066468934,0.9775134276299546,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,12,2008,WD ,Normal,250000
1102,528326110,0.4810564716684044,RL,0.9262351567250382,0.39399210986907407,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,1.3269280609862255,Gd,TA,PConc,Ex,TA,Mn,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1519.0,1.0466951196745695,GasA,Ex,Y,SBrkr,1.02787884637083,639,-0.11764705882352938,1.3022275766550826,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Ex,8,Typ,1,TA,BuiltIn,2000.0,RFn,3.0,687.0,TA,TA,Y,1.0290952640087352,1.2692300243526788,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,291000
1103,528346050,-1.1612617398535,RL,2.7103260284933963,0.5152764855565355,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.4034492249829231,Gd,TA,PConc,Gd,TA,Av,GLQ,1.3968037527675117,Unf,-0.3689137607610984,322.0,1.9530783738152235,GasA,Ex,Y,SBrkr,1.8386203935812324,0,-0.11764705882352938,1.0587113477018055,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,5,Typ,1,TA,Attchd,1998.0,Fin,3.0,938.0,TA,TA,Y,0.9919734095971722,0.5354343442941575,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,350000
1104,528354100,0.4810564716684044,RL,1.2543618006939845,0.39214711914597683,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,,-0.8005598681826974,Gd,TA,PConc,Ex,TA,No,GLQ,0.9214769099419386,Unf,-0.3689137607610984,213.0,0.08639952605068452,GasA,Ex,Y,SBrkr,-0.09435824027475477,1061,-0.11764705882352938,1.2352514872890468,1.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,12,Typ,2,TA,Attchd,1996.0,RFn,2.0,576.0,TA,TA,Y,1.0404937517253081,-1.0821534772425476,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,279500
1105,528363020,0.4810564716684044,RL,0.9262351567250382,0.5593383577796163,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3950540740557384,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1242.0,0.4721641062813778,GasA,Ex,Y,SBrkr,0.4062282168231588,1250,-0.11764705882352938,1.7335004163082957,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3.0,751.0,TA,TA,Y,1.082088066468934,0.9944304593740723,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,WD ,Normal,290000
1106,528363110,-1.1612617398535,RL,1.0094145245032422,0.28777041441680085,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.4416565934973378,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1.4132966923992079,Unf,-0.3689137607610984,413.0,2.192185660745349,GasA,Ex,Y,SBrkr,1.9937779138609473,0,-0.11764705882352938,1.217910170865247,1.0,-0.2520334722678233,2,1,2,-0.16559760788883857,Gd,7,Typ,1,TA,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,1.1455639773363047,0.690594606863744,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,WD ,Normal,350000
1107,528365060,0.4810564716684044,RL,1.2139987195997697,0.3079531876152397,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,1.4398986595459835,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.140759658759408,Unf,-0.3689137607610984,138.0,0.6179816576370725,GasA,Ex,Y,SBrkr,0.582743764369454,1093,-0.11764705882352938,1.6303855961009546,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3.0,983.0,TA,TA,Y,1.163119854326378,1.272428948072496,2.3254151652680446,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,WD ,Normal,341000
1108,528365080,0.4810564716684044,RL,1.0094145245032422,0.2038284778339897,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,WdShake,VinylSd,VinylSd,BrkFace,1.3396583116933867,Gd,TA,PConc,Gd,TA,Av,BLQ,0.17233472216458773,GLQ,2.7128643563021853,0.0,0.12168866887964033,GasA,Ex,Y,SBrkr,0.031381961907831595,1089,-0.11764705882352938,1.3372561897055968,1.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,1,Gd,Attchd,1993.0,Fin,3.0,783.0,TA,TA,Y,1.2922667463403514,1.0568939051226245,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,287500
1109,528387050,0.4810564716684044,RL,0.5851886941874597,0.38364129200032404,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3895034169075409,Gd,TA,PConc,Gd,TA,No,GLQ,1.0297227259603385,Unf,-0.3689137607610984,223.0,0.4316662898229485,GasA,Ex,Y,SBrkr,0.3365334603665047,904,-0.11764705882352938,1.2381320388151853,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,5,Typ,2,TA,Attchd,1994.0,RFn,2.0,525.0,TA,TA,Y,1.0460303603287828,1.1969004216949781,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,WD ,Normal,271000
1110,528390020,-1.1612617398535,RL,1.0094145245032422,0.9358283456637115,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.418753221306086,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.2222409009315438,Unf,-0.3689137607610984,672.0,1.9606654910054955,GasA,Ex,Y,SBrkr,1.8101530180809744,0,-0.11764705882352938,1.0295431386891596,1.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,691.0,TA,TA,Y,1.177346691727599,0.575843993734327,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,WD ,Normal,301500
1111,528427010,-1.1612617398535,RL,1.0507099176691166,0.5598538742861187,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.2493662383558808,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1580.0,1.16962585374174,GasA,Ex,Y,SBrkr,1.1195790168618482,0,-0.11764705882352938,0.3257889519765463,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,0,,Attchd,2008.0,RFn,3.0,830.0,TA,TA,Y,-0.9506828398842129,0.389144768447614,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,6,2008,ConLD,Partial,235128
1112,528427070,0.4810564716684044,RL,0.7999471418336314,0.9787329164587167,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.06358536003931,Gd,TA,PConc,Gd,TA,Mn,Unf,-1.3556223614686533,Unf,-0.3689137607610984,894.0,-0.2971215294514059,GasA,Ex,Y,SBrkr,-0.6380428648333168,1039,-0.11764705882352938,0.9450718600730779,0.0,-0.2520334722678233,2,1,4,-0.16559760788883857,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,668.0,TA,TA,Y,0.8750660937494302,0.2594430137732071,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,1,2008,WD ,Normal,214000
1113,528429050,-1.1612617398535,RL,0.3198284369140738,0.5641454626178063,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9848700617100071,Gd,TA,PConc,Gd,TA,No,GLQ,-0.6795652596352812,Unf,-0.3689137607610984,1550.0,1.157586549356438,GasA,Ex,Y,SBrkr,1.108034840836997,0,-0.11764705882352938,0.3140862828471874,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3.0,824.0,TA,TA,Y,0.9919734095971722,1.080782459689876,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,232000
1114,528429070,-1.1612617398535,RL,0.274730336732763,0.7765899820125973,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1792985875827269,Gd,TA,PConc,Ex,TA,No,GLQ,1.0930180860998198,Unf,-0.3689137607610984,482.0,1.1656139990274106,GasA,Gd,Y,SBrkr,1.1157361303826803,0,-0.11764705882352938,0.3218930815190163,1.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,7,Typ,1,Gd,Attchd,2006.0,Unf,3.0,642.0,TA,TA,Y,-0.9506828398842129,0.42566357700751567,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,5,2008,WD ,Normal,240000
1115,528429080,-1.1612617398535,RL,0.3198284369140738,0.9771466914155189,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.3208868674944485,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1498.0,1.0040964492073654,GasA,Ex,Y,SBrkr,0.9738419191908414,0,-0.11764705882352938,0.17819873759310212,0.0,-0.2520334722678233,2,0,2,-0.16559760788883857,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2.0,592.0,TA,TA,Y,-0.9506828398842129,1.3324970158594547,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,8,2008,New,Partial,264132
1116,528431060,-1.1612617398535,RL,0.45360162501206924,0.24273858621710334,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.3956540450464943,TA,TA,PConc,Gd,TA,No,GLQ,-0.5852933708362665,Unf,-0.3689137607610984,1530.0,1.1354852330491232,GasA,Ex,Y,SBrkr,1.0867488231757605,0,-0.11764705882352938,0.2925133100966894,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,758.0,TA,TA,Y,0.9919734095971722,1.0568939051226245,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,10,2008,WD ,Normal,245000
1117,528431080,-1.1612617398535,RL,1.0094145245032422,0.6178960329936084,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,1.3040745708727726,Gd,TA,PConc,Gd,TA,No,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1417.0,0.8383907279591194,GasA,Ex,Y,SBrkr,0.8117686510106081,0,-0.11764705882352938,0.014440222876480146,0.0,-0.2520334722678233,2,0,3,-0.16559760788883857,Ex,6,Typ,0,,Attchd,2008.0,RFn,2.0,554.0,TA,TA,Y,-0.9506828398842129,0.8163725640361134,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,New,Partial,227680
1118,528431120,0.4810564716684044,RL,0.22937064383143002,0.16159996795543502,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.2172345677094538,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3556223614686533,Unf,-0.3689137607610984,1341.0,0.6807904876489793,GasA,Ex,Y,SBrkr,0.619534211892472,520,-0.11764705882352938,0.8286388521695706,0.0,-0.2520334722678233,3,0,3,-0.16559760788883857,Gd,7,Typ,1,Gd,BuiltIn,2007.0,RFn,3.0,851.0,TA,TA,Y,0.9919734095971722,0.8163725640361134,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,7,2008,WD ,Normal,257000
1119,528435020,0.4810564716684044,RL,0.5415620024667336,0.08424774649463694,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,1.3347222360248618,Gd,TA,PConc,Gd,TA,Av,GLQ,0.8213351205704056,Unf,-0.3689137607610984,226.0,-0.1576067671510343,GasA,Ex,Y,SBrkr,-0.43123368459169054,919,-0.11764705882352938,0.8499960814922095,1.0,-0.2520334722678233,2,1,3,-0.16559760788883857,Gd,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,1.0404937517253081,1.0991061023072215,-0.4309900586356161,-0.11309063567309342,-0.30941351612162965,-0.06675802219656336,,,,-0.19087792627196232,2,2008,New,Partial,297900
